Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.02,15.37,0.16,178.93,4.1,17.16
0.02,15.38,0.16,175.61,4.1,17.4
0.02,15.35,0.16,176.6,4.1,17.39
0.02,15.35,0.16,176.48,4.1,17.58
0.02,15.38,0.16,167.19,4.1,18.16
0.02,15.34,0.16,174.78,4.1,17.41
0.02,15.35,0.16,172.8,4.1,17.84
0.02,15.34,0.16,179.19,4.1,17.43
0.03,15.32,0.15,178.19,4.1,17.59
0.03,15.27,0.15,177.65,4.1,17.16
0.03,15.27,0.15,169.56,4.1,18.0
0.03,15.23,0.15,177.95,4.1,17.64
0.03,15.24,0.15,174.36,4.1,17.64
0.03,15.23,0.15,181.11,4.1,17.09
0.03,15.24,0.15,171.23,4.1,17.65
0.03,15.22,0.15,175.23,4.1,17.33
0.03,15.22,0.15,180.59,4.1,17.46
0.02,15.25,0.15,171.11,4.1,17.83
0.02,15.2,0.15,176.06,4.1,17.79
0.02,15.21,0.15,170.29,4.1,17.85
0.02,15.18,0.15,169.23,4.1,17.79
0.02,15.18,0.15,173.76,4.1,17.63
0.02,15.16,0.15,168.88,4.1,18.09
0.02,15.1,0.15,178.48,4.1,17.64
0.02,15.08,0.15,168.5,4.1,17.83
0.02,15.08,0.15,177.95,4.26,17.7
-0.01,15.07,0.15,177.89,4.26,17.42
-0.01,15.05,0.15,171.75,4.26,17.34
-0.01,15.06,0.15,171.66,4.26,17.83
-0.01,15.02,0.15,172.59,4.26,17.44
-0.01,15.0,0.15,172.69,4.26,17.45
-0.01,15.01,0.15,169.73,4.43,17.72
-0.01,14.99,0.15,176.81,4.43,17.68
-0.01,14.97,0.16,171.19,4.59,17.89
-0.01,14.97,0.16,173.58,4.75,17.64
-0.01,14.95,0.16,174.46,4.75,17.73
0.03,14.91,0.16,168.23,4.75,18.0
0.03,14.92,0.16,176.24,4.75,17.64
0.03,14.91,0.16,176.96,4.75,17.57
0.03,14.89,0.16,170.71,4.75,17.73
0.03,14.88,0.16,173.84,4.75,17.41
0.03,14.87,0.16,174.18,4.75,17.63
0.03,14.89,0.16,171.35,4.92,17.57
0.03,14.89,0.16,172.3,4.92,17.65
0.03,14.91,0.16,173.53,4.92,17.36
0.02,14.89,0.16,171.83,4.92,17.95
0.02,14.88,0.16,176.3,4.92,17.77
0.02,14.89,0.16,169.25,4.92,17.96
0.02,14.89,0.16,179.16,4.92,17.31
0.02,14.84,0.16,169.89,4.92,17.63
0.02,14.83,0.16,178.31,5.08,17.78
0.02,14.87,0.16,164.79,5.08,17.95
0.02,14.85,0.16,169.03,5.08,18.03
0.02,14.81,0.16,172.06,5.08,17.58
0.0,14.81,0.16,175.58,5.08,17.44
0.0,14.83,0.16,169.7,5.08,18.01
0.0,14.85,0.16,49.14,5.25,36.94
0.0,14.8,0.16,0.0,5.25,0.0
0.0,14.81,0.16,0.0,5.25,0.0
0.0,14.8,0.17,0.0,5.41,0.0
0.0,14.76,0.17,0.0,5.41,0.0
0.0,14.76,0.17,0.0,5.57,0.0
0.0,14.76,0.18,0.0,5.74,0.0
0.11,14.74,0.18,0.0,5.9,0.0
0.11,14.72,0.18,0.0,5.9,0.0
0.11,14.71,0.18,0.0,5.9,0.0
0.11,14.68,0.18,0.0,5.9,0.0
0.11,14.69,0.18,0.0,5.9,0.0
0.11,14.69,0.18,0.0,5.9,0.0
0.11,14.68,0.18,0.0,5.9,0.0
0.11,14.6,0.18,0.0,5.9,0.0
0.11,14.5,0.18,0.0,5.9,0.0
0.84,14.4,0.17,0.0,5.9,0.0
0.84,14.24,0.17,0.0,5.9,0.0
0.84,13.98,0.17,0.0,5.9,0.0
0.84,13.59,0.17,0.0,5.9,0.0
0.84,13.1,0.17,0.0,5.9,0.0
0.84,12.88,0.17,0.0,5.9,0.0
0.84,12.41,0.17,0.0,5.9,0.0
0.84,11.82,0.17,0.0,5.9,0.0
1.5,11.27,0.17,0.0,5.9,0.0
1.5,10.63,0.17,0.0,5.9,0.0
1.5,10.01,0.17,0.0,5.9,0.0
1.5,9.28,0.17,0.0,5.9,0.0
1.5,8.73,0.17,0.0,5.9,0.0
1.5,8.12,0.17,0.0,5.9,0.0
1.5,7.56,0.17,0.0,5.9,0.0
1.5,6.96,0.17,0.0,5.9,0.0
1.5,6.35,0.17,0.0,5.9,0.0
2.15,5.87,0.16,0.0,5.9,0.0
2.15,5.35,0.16,0.0,5.9,0.0
2.15,4.9,0.16,0.0,5.9,0.0
2.15,4.45,0.16,0.0,5.9,0.0
2.15,4.07,0.16,0.0,5.9,0.0
2.15,3.65,0.16,0.0,5.9,0.0
2.15,3.3,0.16,0.0,5.9,0.0
2.15,2.97,0.16,0.0,5.9,0.0
2.15,2.7,0.16,0.0,5.9,0.0
2.15,0.02,0.16,0.0,5.9,0.0
2.78,0.0,0.16,0.0,5.9,0.0
2.78,0.02,0.16,0.0,5.9,0.0
-0.02,0.0,0.58,0.0,20.49,0.0
-0.02,-0.01,0.58,0.0,21.8,0.0
-0.02,0.0,0.58,0.0,22.46,0.0
-0.02,0.0,0.58,0.0,23.11,0.0
-0.02,0.0,0.58,0.0,23.44,0.0
-0.02,0.0,0.58,0.0,23.93,0.0
-0.02,-0.02,0.58,0.0,24.1,0.0
-0.02,0.0,0.58,0.0,24.1,0.0
-0.02,-0.01,24.1,0.0,24.1,0.0
-0.01,0.02,24.43,0.0,24.43,0.0
-0.01,0.02,24.59,0.0,24.59,0.0
-0.01,-0.01,24.59,0.0,24.59,0.0
-0.01,0.02,24.59,0.0,24.59,0.0
-0.01,0.01,24.59,0.0,24.59,0.0
-0.01,0.02,24.59,0.0,24.59,0.0
-0.01,-0.01,24.59,0.0,24.59,0.0
-0.01,-0.01,12.3,0.0,24.59,0.0
0.05,0.0,12.3,0.0,24.59,0.0
0.05,0.0,12.3,0.0,24.59,0.0
0.05,-0.01,12.3,0.0,24.59,0.0
0.05,-0.01,12.3,0.0,24.59,0.0
0.05,0.0,12.3,0.0,24.59,0.0
0.05,0.02,12.3,0.0,24.59,0.0
0.05,0.03,12.3,0.0,24.59,0.0
0.05,0.0,12.3,0.0,24.59,0.0
0.05,0.01,8.2,0.0,24.59,0.0
0.06,-0.02,8.2,0.0,24.59,0.0
0.06,0.0,8.2,0.0,24.59,0.0
0.06,-0.04,8.2,0.0,24.59,0.0
0.06,-0.02,8.2,0.0,24.59,0.0
0.06,-0.01,8.2,0.0,24.59,0.0
0.06,-0.01,8.2,0.0,24.59,0.0
0.06,0.0,8.2,0.0,24.59,0.0
0.06,0.03,8.2,0.0,24.59,0.0
0.06,0.02,6.15,0.0,24.59,0.0
0.06,0.01,6.15,0.0,24.59,0.0
0.06,0.0,6.15,0.0,24.59,0.0
0.06,0.0,6.15,0.0,24.59,0.0
0.06,-0.01,6.15,0.0,24.59,0.0
0.06,0.01,6.15,0.0,24.59,0.0
0.06,0.01,6.15,0.0,24.59,0.0
0.06,0.0,6.15,0.0,24.59,0.0
0.06,-0.01,6.15,0.0,24.59,0.0
0.06,-0.01,4.92,2.28,24.59,81.9
0.03,0.0,4.92,1.85,24.59,0.0
0.03,0.0,4.92,1.89,24.59,0.0
0.03,0.02,5.05,1.36,25.25,0.05
0.03,0.01,5.08,1.38,25.41,0.04
0.03,0.02,5.11,1.56,25.57,0.04
0.03,0.01,5.21,1.93,26.07,18.05
0.03,0.02,5.34,2.23,26.72,40.23
0.03,0.02,5.48,2.43,27.38,40.23
0.03,0.01,4.62,2.69,27.7,40.23
0.03,0.01,4.86,2.58,29.18,40.23
0.03,0.01,5.38,55.09,32.3,40.23
0.03,-0.02,6.26,160.01,37.54,28.18
0.03,-0.02,7.65,172.49,45.9,21.0
0.03,0.0,8.66,116.44,51.97,20.8
0.03,0.01,9.59,124.78,57.54,19.45
0.03,0.01,11.09,177.0,66.56,17.59
0.03,0.01,12.05,144.81,72.3,18.45
0.03,-0.01,11.31,130.53,79.18,20.04
0.03,-0.01,12.34,107.56,86.39,20.62
0.03,0.01,13.4,155.74,93.77,17.33
0.03,0.01,14.24,172.1,99.67,17.32
0.03,0.02,15.34,117.13,107.38,18.89
0.03,0.0,16.39,121.11,114.75,18.82
0.03,0.01,17.28,137.74,120.98,18.27
0.03,-0.02,18.38,140.58,128.69,17.86
0.03,-0.01,19.3,127.14,135.08,19.66
0.03,-0.02,17.77,136.13,142.13,19.4
0.03,0.0,18.63,138.19,149.02,18.73
0.03,-0.03,19.55,144.76,156.39,18.76
0.03,-0.02,20.29,125.64,162.3,20.1
0.03,-0.01,21.33,153.93,170.66,18.83
0.03,-0.01,22.17,143.64,177.38,18.61
0.03,0.0,23.01,119.01,184.1,20.09
0.03,0.02,23.98,130.73,191.8,20.35
0.03,0.01,24.84,139.43,198.69,19.41
0.03,0.0,22.9,143.41,206.07,19.35
0.0,0.0,23.68,139.61,213.11,18.49
0.0,0.01,24.52,138.15,220.66,17.35
0.0,0.0,25.48,135.18,229.34,18.77
0.0,0.0,26.47,127.19,238.2,18.51
0.0,0.0,27.43,130.61,246.89,19.38
0.0,0.0,28.51,134.06,256.56,19.4
0.0,-0.03,29.6,133.63,266.39,19.71
0.0,0.0,26.97,135.19,269.67,18.97
-0.05,0.0,27.57,130.51,275.74,19.81
-0.05,0.02,28.31,121.0,283.11,20.2
-0.05,0.03,28.98,138.28,289.84,19.17
-0.05,0.0,29.72,115.88,297.21,20.86
-0.05,0.01,30.33,122.93,303.28,20.54
-0.05,0.02,31.15,140.93,311.48,19.41
-0.05,0.03,31.79,157.34,317.87,19.19
-0.05,0.0,32.51,139.14,325.08,19.0
-0.05,0.01,33.16,117.06,331.64,19.88
-0.05,-0.02,30.82,134.7,339.02,19.16
-0.05,-0.01,31.49,144.96,346.39,18.84
-0.05,0.0,32.1,154.45,353.11,18.96
-0.05,-0.01,32.74,121.4,360.16,19.89
-0.05,0.0,33.32,125.19,366.56,19.92
-0.05,0.02,34.04,137.99,374.43,18.65
-0.05,0.03,34.56,138.49,380.16,19.95
-0.05,0.0,35.14,131.93,386.56,19.47
-0.05,-0.01,35.78,131.89,393.61,20.27
-0.05,0.02,33.42,143.4,400.98,18.52
-0.04,0.03,33.91,146.15,406.89,18.91
-0.04,0.0,34.54,132.35,414.43,18.69
-0.04,-0.01,35.15,144.54,421.8,19.24
-0.04,-0.01,35.68,144.36,428.2,18.41
-0.04,-0.02,36.27,134.59,435.25,19.36
-0.04,-0.01,36.79,120.44,441.48,20.21
-0.04,-0.01,37.51,123.21,450.16,19.61
-0.04,-0.01,38.05,159.16,456.56,18.76
-0.04,-0.02,35.67,142.35,463.77,18.51
-0.03,-0.02,36.19,119.83,470.49,19.97
-0.03,-0.01,36.8,143.96,478.36,18.68
-0.03,0.0,37.25,142.93,484.26,18.03
-0.03,0.01,37.77,151.76,490.98,18.76
-0.03,0.01,38.37,112.38,498.85,19.9
-0.03,0.0,38.84,144.16,504.92,18.52
-0.03,0.0,39.38,130.39,511.97,20.21
-0.03,0.01,39.9,129.21,518.69,19.96
-0.03,-0.03,37.54,144.66,525.57,19.73
-0.01,-0.03,37.99,137.23,531.8,20.22
-0.01,0.0,38.55,135.15,539.67,20.67
-0.01,0.0,38.99,152.45,545.9,20.2
-0.01,-0.03,39.48,144.54,552.79,20.14
-0.01,-0.03,39.91,142.91,558.69,19.33
-0.01,-0.01,40.41,124.68,565.74,19.06
-0.01,0.01,40.93,119.28,572.95,19.75
-0.01,0.0,41.39,115.44,579.51,20.48
-0.01,0.01,39.09,152.04,586.39,19.16
0.0,0.02,39.5,149.31,592.46,19.93
0.0,0.0,40.0,130.75,600.0,20.46
0.0,0.0,40.4,113.43,606.07,20.09
0.0,0.01,40.9,85.81,613.44,23.07
0.0,0.01,41.34,89.13,620.16,23.62
0.0,0.0,41.83,125.59,627.38,20.58
0.0,0.0,42.24,170.6,633.61,17.91
0.0,-0.03,42.77,151.79,641.48,20.83
0.0,0.0,40.57,98.74,649.18,22.83
-0.02,-0.01,40.97,133.59,655.57,20.62
-0.02,0.01,41.43,157.28,662.95,19.23
-0.02,0.0,41.83,151.45,669.34,17.75
-0.02,0.03,42.3,115.48,676.72,20.27
-0.02,0.02,42.74,134.33,683.77,19.08
-0.02,0.01,43.29,138.45,692.62,18.55
-0.02,0.0,43.75,134.1,700.0,18.75
-0.02,0.03,44.22,137.09,707.54,19.14
-0.02,0.02,44.56,137.98,712.95,18.87
-0.01,0.0,42.41,164.21,720.98,18.09
-0.01,0.0,42.85,132.13,728.52,19.81
-0.01,-0.02,43.25,137.83,735.25,19.43
-0.01,-0.01,43.61,153.18,741.31,18.39
-0.01,-0.02,44.05,131.59,748.85,19.41
-0.01,0.0,44.51,123.3,756.72,19.45
-0.01,0.0,44.82,145.54,761.97,18.27
-0.01,-0.01,45.3,160.38,770.16,18.24
-0.01,-0.01,45.69,126.26,776.72,18.9
-0.01,0.0,43.52,110.29,783.28,20.4
0.03,0.0,43.86,122.2,789.51,20.07
0.03,0.03,44.27,143.78,796.89,18.58
0.03,0.02,44.6,150.16,802.79,18.83
0.03,0.0,45.0,122.35,810.0,19.26
0.03,-0.02,45.42,131.79,817.54,19.57
0.03,-0.01,45.76,139.14,823.61,19.91
0.03,0.0,46.18,155.03,831.31,18.15
0.03,0.01,46.6,143.4,838.85,19.43
0.06,0.02,44.55,117.49,846.39,19.92
0.06,0.0,45.0,130.78,855.08,19.52
0.06,-0.01,45.44,139.51,863.28,20.01
0.06,0.03,45.94,140.96,872.79,19.41
0.06,-0.01,46.49,143.24,883.28,19.96
0.06,-0.01,47.03,136.28,893.61,19.22
0.06,0.0,45.2,156.66,903.93,18.78
0.06,-0.02,45.33,150.45,906.56,18.75
0.05,-0.02,45.64,136.71,912.79,19.55
0.05,0.0,46.03,127.8,920.66,19.7
0.05,0.0,46.35,128.38,927.05,20.24
0.05,-0.02,46.7,136.1,934.1,20.03
0.05,-0.03,47.02,143.96,940.49,19.87
0.05,-0.02,47.39,133.85,947.71,19.75
0.05,0.0,47.76,120.46,955.25,21.42
0.05,0.0,48.08,121.71,961.64,21.5
0.05,0.03,46.15,132.58,969.18,21.25
0.06,0.02,46.48,147.08,976.07,20.82
0.06,0.01,46.8,141.88,982.79,20.41
0.06,0.0,47.08,107.7,988.69,20.21
0.06,0.03,47.5,117.94,997.54,20.92
0.06,0.02,47.78,146.34,1003.28,19.56
0.06,0.01,48.14,143.66,1010.98,19.31
0.06,0.0,48.47,135.05,1017.87,19.42
0.06,0.0,48.81,124.49,1024.92,19.89
0.06,-0.02,46.94,151.04,1032.79,18.61
0.05,-0.02,47.24,143.34,1039.34,19.73
0.05,0.0,47.59,126.08,1046.89,20.12
0.05,0.0,47.88,134.79,1053.44,20.75
0.05,0.02,48.25,105.13,1061.48,22.07
0.05,0.02,48.54,101.8,1067.87,22.89
0.05,0.0,48.9,80.45,1075.74,23.48
0.05,0.0,49.17,143.29,1081.8,20.38
0.05,0.02,49.5,155.59,1089.02,21.38
0.05,0.02,47.64,116.91,1095.74,22.49
0.04,0.01,47.98,129.93,1103.44,21.84
0.04,0.0,48.3,141.44,1110.82,20.33
0.04,0.0,48.57,157.14,1117.05,18.2
0.04,-0.03,48.89,136.21,1124.43,19.07
0.04,-0.02,49.15,128.16,1130.49,19.59
0.04,0.0,49.49,158.58,1138.36,18.48
0.04,-0.01,49.79,133.61,1145.08,19.8
0.04,-0.01,50.11,124.93,1152.46,19.5
0.04,-0.03,50.38,139.58,1158.85,19.49
0.03,-0.01,48.61,134.94,1166.72,20.12
0.03,0.0,48.87,136.3,1172.79,19.95
0.03,0.02,49.16,124.16,1179.84,20.79
0.03,0.0,49.48,137.59,1187.54,19.81
0.03,0.01,49.75,136.79,1193.93,21.35
0.03,0.01,50.05,146.06,1201.15,19.82
0.03,0.01,50.32,145.66,1207.71,19.71
0.03,-0.03,50.62,144.96,1214.92,19.47
0.03,-0.02,50.88,155.9,1221.15,18.97
0.03,0.0,49.15,105.1,1228.85,20.72
0.02,0.0,49.41,105.51,1235.25,21.4
0.02,-0.04,49.7,154.23,1242.46,19.89
0.02,-0.03,49.93,154.73,1248.36,18.7
0.02,0.0,50.24,136.45,1255.9,20.1
0.02,0.0,50.45,126.08,1261.31,20.51
0.02,0.01,50.76,134.04,1269.02,20.48
0.02,0.01,51.07,143.29,1276.72,19.86
0.02,0.02,51.31,140.48,1282.79,19.96
0.02,0.0,49.63,142.2,1290.33,19.29
0.03,0.01,49.89,130.98,1297.21,21.05
0.03,0.01,50.18,135.01,1304.59,20.74
0.03,0.01,50.43,131.39,1311.15,20.48
0.03,0.01,50.73,146.41,1318.85,19.65
0.03,0.0,50.96,157.38,1325.08,18.64
0.03,-0.03,51.25,137.68,1332.62,19.31
0.03,-0.02,51.49,112.88,1338.85,20.23
0.03,0.0,51.78,132.24,1346.23,20.22
0.03,0.0,50.13,137.38,1353.44,19.62
0.01,0.01,50.36,139.08,1359.84,20.59
0.01,0.02,50.63,116.58,1366.89,21.9
0.01,0.03,50.86,120.4,1373.12,21.24
0.01,0.0,51.15,146.35,1381.15,20.28
0.01,0.01,51.39,132.91,1387.54,20.44
0.01,0.01,51.66,138.03,1394.75,19.79
0.01,0.03,51.88,132.78,1400.82,20.26
0.01,0.0,52.16,148.88,1408.2,19.4
0.01,0.0,50.52,136.91,1414.43,20.55
-0.03,-0.02,50.77,128.98,1421.48,20.8
-0.03,-0.01,51.02,121.93,1428.53,21.25
-0.03,-0.02,51.25,136.01,1434.92,21.16
-0.03,0.0,51.52,154.5,1442.46,19.81
-0.03,0.0,51.75,145.35,1449.02,18.99
-0.03,-0.01,52.03,124.9,1456.89,20.89
-0.03,0.0,52.25,117.53,1463.12,20.56
-0.03,0.01,52.52,147.74,1470.66,20.35
-0.03,0.01,50.93,144.86,1477.05,20.29
-0.04,0.02,51.19,132.79,1484.59,21.62
-0.04,0.03,51.42,119.76,1491.31,21.56
-0.04,0.0,51.69,131.03,1499.02,21.57
-0.04,-0.03,51.94,136.31,1506.39,20.97
-0.04,-0.03,52.16,134.55,1512.62,21.78
-0.04,0.0,52.41,118.54,1519.84,22.09
-0.04,-0.01,52.63,109.08,1526.39,22.13
-0.04,-0.02,52.92,95.73,1534.75,23.34
-0.04,-0.02,51.36,67.03,1540.82,24.68
-0.05,-0.01,51.61,152.76,1548.2,19.06
-0.05,0.0,51.84,158.05,1555.25,23.82
-0.05,0.0,52.09,89.78,1562.79,27.69
-0.05,0.0,52.31,122.24,1569.18,24.32
-0.05,0.02,52.57,158.85,1577.05,20.7
-0.05,0.0,52.83,142.73,1584.92,20.05
-0.05,0.0,53.03,110.73,1590.98,21.11
-0.05,-0.03,53.24,153.0,1597.21,19.36
-0.05,-0.02,53.45,154.44,1603.61,18.5
-0.05,0.01,51.99,120.95,1611.8,20.28
-0.05,0.0,52.2,134.74,1618.2,19.87
-0.05,-0.03,52.43,144.29,1625.41,21.35
-0.05,-0.02,52.63,134.79,1631.48,20.52
-0.05,-0.02,52.86,124.28,1638.53,19.37
-0.05,-0.02,53.06,143.63,1644.92,20.45
-0.05,0.0,53.3,122.75,1652.3,21.14
-0.05,0.02,53.53,132.71,1659.34,21.17
-0.05,0.02,53.73,145.56,1665.74,22.23
-0.05,0.0,52.28,139.7,1673.12,22.45
-0.05,0.0,52.48,134.05,1679.51,25.65
-0.05,0.02,52.72,111.88,1686.89,24.28
-0.05,0.02,52.93,116.31,1693.77,21.9
-0.05,0.01,53.16,141.0,1701.15,20.71
-0.05,0.0,53.36,145.0,1707.54,20.35
-0.05,-0.02,53.59,137.95,1714.92,21.09
-0.05,-0.02,53.8,126.65,1721.48,23.94
-0.05,-0.01,54.04,128.04,1729.18,22.25
-0.05,0.0,52.62,126.43,1736.39,21.85
-0.02,0.0,52.81,137.21,1742.62,20.62
-0.02,0.03,53.03,144.93,1750.0,21.06
-0.02,0.02,53.24,133.31,1756.89,22.02
-0.02,0.0,53.47,134.9,1764.59,23.75
-0.02,0.0,53.65,124.18,1770.49,22.33
-0.02,0.02,53.89,134.56,1778.36,21.53
-0.02,0.02,54.09,138.7,1784.92,21.68
-0.02,0.0,54.3,129.9,1791.8,21.59
-0.02,0.0,52.89,136.43,1798.2,21.33
-0.03,-0.02,53.11,123.45,1805.74,22.69
-0.03,-0.01,53.33,126.09,1813.12,22.0
-0.03,-0.02,53.51,129.25,1819.34,22.31
-0.03,0.0,53.72,120.36,1826.39,25.17
-0.03,-0.01,53.92,104.26,1833.12,24.32
-0.03,-0.01,54.15,117.14,1840.98,22.59
-0.03,-0.02,54.33,104.93,1847.21,23.42
-0.03,0.0,54.55,100.55,1854.75,23.0
-0.03,0.0,53.18,140.16,1861.15,21.08
-0.01,0.02,53.39,99.04,1868.53,23.56
-0.01,0.02,53.57,76.99,1875.08,30.17
-0.01,0.0,53.78,175.11,1882.46,22.41
-0.01,-0.01,54.0,101.06,1890.0,22.69
-0.01,-0.02,54.2,93.95,1897.05,24.72
-0.01,0.0,54.42,130.29,1904.75,22.56
-0.01,-0.03,54.6,163.95,1911.15,20.58
-0.01,-0.02,54.83,136.89,1919.02,21.15
-0.01,0.0,53.49,122.7,1925.57,22.72
-0.01,-0.01,53.69,135.55,1932.95,23.11
-0.01,-0.02,53.86,150.19,1939.02,21.88
-0.01,0.0,54.06,118.49,1946.07,23.53
-0.01,-0.01,54.23,119.65,1952.3,22.32
-0.01,0.02,54.45,121.16,1960.16,25.6
-0.01,0.0,54.66,127.86,1967.71,23.66
-0.01,0.0,54.83,118.36,1973.93,24.78
-0.01,0.0,55.04,109.59,1981.48,23.67
-0.01,-0.01,53.73,131.36,1987.87,23.51
-0.01,0.02,53.93,120.26,1995.57,22.25
-0.01,0.01,54.11,145.34,2002.13,25.35
-0.01,-0.01,54.31,128.81,2009.51,22.91
-0.01,-0.02,54.51,136.99,2016.89,20.88
-0.01,0.0,54.71,126.96,2024.26,23.75
-0.01,-0.01,54.88,142.35,2030.66,20.75
-0.01,0.02,55.0,27.83,2035.08,33.56
-0.01,0.0,55.02,0.0,2035.57,0.0
-0.01,0.0,53.58,0.0,2035.9,0.0
-0.01,0.03,53.58,0.0,2036.07,0.0
-0.01,0.01,53.59,0.0,2036.39,0.0
-0.01,-0.03,53.59,0.0,2036.56,0.0
-0.01,-0.01,53.6,0.0,2036.72,0.0
-0.01,-0.02,53.6,0.0,2036.89,0.0
-0.01,-0.01,53.6,0.0,2036.89,0.0
-0.01,0.0,53.61,0.0,2037.05,0.0
-0.01,0.0,53.61,0.0,2037.05,0.0
-0.01,0.03,52.23,0.0,2037.05,0.0
0.01,0.0,52.23,0.0,2037.05,0.0
0.01,-0.01,52.23,0.0,2037.05,0.0
0.01,0.0,52.23,0.0,2037.05,0.0
0.01,0.0,52.23,0.0,2037.05,0.0
0.01,-0.01,52.23,0.0,2037.05,0.0
0.01,0.03,52.23,0.0,2037.05,0.0
0.01,-0.01,52.23,0.0,2037.05,0.0
0.01,-0.02,50.93,0.0,2037.05,0.0
0.05,0.01,50.93,0.0,2037.05,0.0
0.05,-0.01,50.93,0.0,2037.05,0.0
0.05,0.0,50.93,0.0,2037.05,0.0
0.05,-0.01,50.93,0.0,2037.05,0.0
0.05,0.0,50.93,0.0,2037.05,0.0
0.05,-0.01,50.93,0.0,2037.05,0.0
0.05,0.01,50.93,0.0,2037.05,0.0
0.05,-0.01,50.93,0.0,2037.05,0.0
0.05,0.0,49.68,0.0,2037.05,0.0
0.04,0.0,49.68,0.0,2037.05,0.0
0.04,-0.02,49.68,0.0,2037.05,0.0
0.04,0.02,49.68,0.0,2037.05,0.0
0.04,-0.02,49.68,0.0,2037.05,0.0
0.04,0.03,49.68,0.0,2037.05,0.0
0.04,-0.04,49.68,0.0,2037.05,0.0
0.04,0.02,49.68,0.0,2037.05,0.0
0.04,-0.02,49.68,0.0,2037.05,0.0
0.04,0.02,49.68,0.0,2037.05,0.0
0.04,-0.02,48.5,0.0,2037.05,0.0
0.06,0.01,48.5,0.0,2037.05,0.0
0.06,-0.01,48.5,0.0,2037.05,0.0
0.06,0.01,48.5,0.0,2037.05,0.0
0.06,0.0,48.5,0.0,2037.05,0.0
0.06,0.01,48.5,0.0,2037.05,0.0
0.06,0.0,48.5,0.0,2037.05,0.0
2.69,-0.02,0.0,0.0,1.31,0.0
2.69,-0.04,0.0,0.0,1.48,0.0
2.69,0.0,0.0,0.0,1.48,0.0
2.69,-0.01,0.0,0.0,1.48,0.0
2.69,-0.01,0.0,0.0,1.48,0.0
2.69,0.0,0.0,0.0,1.48,0.0
2.68,-0.01,0.0,0.0,1.48,0.0
2.68,0.01,0.0,0.0,1.48,0.0
2.68,-0.03,1.48,0.0,1.48,0.0
2.68,0.01,1.48,0.0,1.48,0.0
2.68,-0.02,1.48,0.0,1.48,0.0
2.68,0.02,1.48,0.0,1.48,0.0
2.68,0.0,1.48,0.0,1.48,0.0
2.68,0.03,1.48,0.0,1.48,0.0
2.68,-0.02,1.48,0.0,1.48,0.0
2.71,0.0,1.48,0.0,1.48,0.0
2.71,0.01,0.74,0.0,1.48,0.0
2.71,-0.01,0.74,0.0,1.48,0.0
2.71,-0.01,0.74,0.0,1.48,0.0
2.71,-0.05,0.74,0.0,1.48,0.0
2.71,-0.02,0.74,0.0,1.48,0.0
2.71,0.0,0.74,0.0,1.48,0.0
2.71,-0.05,0.74,0.0,1.48,0.0
2.72,-0.02,0.74,0.0,1.48,0.0
2.72,0.0,0.74,0.0,1.48,0.0
2.72,0.0,0.49,0.0,1.48,0.0
2.72,0.03,0.49,0.0,1.48,0.0
2.72,0.02,0.49,0.0,1.48,0.0
2.72,0.01,0.49,0.0,1.48,0.0
2.72,0.0,0.49,0.0,1.48,0.0
2.72,-0.01,0.49,0.0,1.48,0.0
2.72,0.0,0.49,0.0,1.48,0.0
2.77,-0.04,0.49,0.0,1.48,0.0
2.77,-0.03,0.49,0.0,1.48,0.0
2.77,-0.03,0.37,0.0,1.48,0.0
2.77,-0.02,0.37,0.0,1.48,0.0
2.77,-0.01,0.37,0.0,1.48,0.0
2.77,0.02,0.37,0.0,1.48,0.0
2.77,0.02,0.37,0.0,1.48,0.0
2.77,-0.01,0.37,0.0,1.48,0.0
2.77,0.02,0.37,0.0,1.48,0.0
2.79,0.02,0.37,0.0,1.48,0.0
2.79,-0.01,0.37,0.0,1.48,0.0
2.79,0.0,0.3,1.11,1.48,0.06
2.79,0.0,0.3,1.18,1.48,0.05
2.79,-0.01,0.3,1.38,1.48,0.04
2.79,-0.05,0.33,2.05,1.64,81.9
2.79,-0.05,0.33,1.99,1.64,81.91
2.79,-0.02,0.33,1.43,1.64,0.01
2.79,-0.01,0.33,1.33,1.64,0.02
2.79,-0.01,0.33,2.46,1.64,39.53
1.27,-0.01,0.39,2.73,1.97,40.23
1.27,-0.01,0.36,2.54,2.13,40.23
1.27,-0.02,0.36,2.65,2.13,40.23
1.27,-0.01,0.36,2.59,2.13,40.23
1.27,0.0,0.41,89.29,2.46,40.23
1.27,0.02,0.44,145.76,2.62,25.68
1.27,0.0,0.44,156.55,2.62,20.67
1.27,0.0,0.44,132.39,2.62,19.53
1.27,2.68,0.44,127.64,2.62,18.43
0.32,3.5,0.46,146.01,2.79,18.24
0.32,4.61,0.46,139.0,2.79,18.31
0.32,5.55,0.42,147.66,2.95,17.84
0.32,6.74,0.42,124.94,2.95,18.37
0.32,7.68,0.42,127.18,2.95,18.65
0.32,8.6,0.44,139.48,3.11,18.22
0.32,9.37,0.47,145.83,3.28,17.96
0.32,10.26,0.47,127.44,3.28,18.4
0.32,11.18,0.49,137.15,3.44,18.3
0.05,11.95,0.49,137.45,3.44,18.68
0.05,12.85,0.52,134.86,3.61,18.69
0.05,13.74,0.45,133.39,3.61,18.62
0.05,14.74,0.45,131.39,3.61,18.79
