Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.05,15.43,0.47,135.3,3.77,18.25
0.05,16.45,0.47,128.5,3.77,18.72
0.05,17.25,0.51,125.81,4.1,18.73
0.05,18.06,0.53,136.63,4.26,18.68
0.05,18.78,0.53,139.7,4.26,18.44
-0.01,19.51,0.53,135.2,4.26,18.21
-0.01,20.17,0.53,130.26,4.26,18.6
-0.01,20.69,0.47,133.34,4.26,18.5
-0.01,21.24,0.47,131.41,4.26,18.43
-0.01,21.63,0.47,137.74,4.26,18.74
-0.01,22.04,0.51,120.8,4.59,18.86
-0.01,22.3,0.51,134.44,4.59,18.6
-0.01,22.55,0.51,133.95,4.59,18.63
-0.01,22.72,0.51,131.63,4.59,18.37
-0.02,22.93,0.51,132.29,4.59,18.55
-0.02,23.02,0.51,144.64,4.59,18.32
-0.02,23.1,0.46,140.71,4.59,18.56
-0.02,23.13,0.48,135.25,4.75,18.32
-0.02,23.15,0.48,130.83,4.75,18.56
-0.02,23.07,0.49,137.94,4.92,18.41
-0.02,22.99,0.49,134.84,4.92,18.62
-0.02,22.84,0.51,131.48,5.08,18.66
-0.02,22.64,0.51,130.03,5.08,18.54
-0.01,22.35,0.51,139.79,5.08,18.56
-0.01,22.05,0.51,128.13,5.08,18.75
-0.01,21.7,0.46,134.16,5.08,18.78
-0.01,21.39,0.46,144.0,5.08,18.04
-0.01,20.93,0.49,136.53,5.41,18.62
-0.01,20.47,0.49,128.95,5.41,18.69
-0.01,20.04,0.51,136.18,5.57,18.49
-0.01,19.5,0.52,127.46,5.74,18.84
-0.01,19.03,0.52,135.59,5.74,18.3
0.07,18.49,0.54,137.98,5.9,17.85
0.07,18.02,0.55,133.71,6.07,18.59
0.07,17.42,0.51,131.69,6.07,18.76
0.07,16.96,0.51,141.0,6.07,18.48
0.07,16.42,0.52,139.43,6.23,18.51
0.07,15.93,0.52,133.23,6.23,18.29
0.07,15.37,0.52,133.28,6.23,18.48
0.07,14.93,0.52,136.08,6.23,18.67
0.07,14.49,0.52,148.54,6.23,18.15
0.07,14.07,0.52,137.0,6.23,18.55
0.06,13.7,0.52,136.36,6.23,18.14
0.06,13.3,0.49,129.73,6.39,18.28
0.06,12.89,0.52,131.4,6.72,18.71
0.06,12.51,0.53,135.93,6.89,18.66
0.06,12.26,0.53,132.46,6.89,18.61
0.06,11.92,0.54,134.64,7.05,18.45
0.06,11.69,0.55,135.01,7.21,18.49
0.06,11.39,0.55,145.55,7.21,18.11
0.06,11.17,0.55,133.53,7.21,18.32
0.04,10.97,0.55,138.54,7.21,17.93
0.04,10.76,0.52,130.0,7.21,18.7
0.04,10.6,0.52,134.46,7.21,18.24
0.04,10.43,0.53,131.78,7.38,18.54
0.04,10.3,0.55,136.79,7.7,18.32
0.04,10.18,0.56,139.61,7.87,18.58
0.04,10.06,0.56,131.4,7.87,18.17
0.04,10.0,0.56,134.49,7.87,18.21
0.04,9.9,0.56,134.33,7.87,18.6
0.03,9.81,0.56,135.86,7.87,18.6
0.03,9.7,0.56,129.41,7.87,18.58
0.03,9.65,0.52,133.55,7.87,18.67
0.03,9.52,0.55,131.11,8.2,18.76
0.03,9.49,0.55,137.45,8.2,18.68
0.03,9.44,0.56,136.49,8.36,18.13
0.03,9.42,0.57,123.93,8.52,18.4
0.03,9.34,0.57,140.33,8.52,18.3
0.03,9.3,0.57,129.9,8.52,18.62
0.04,9.29,0.57,136.39,8.52,18.26
0.04,9.25,0.57,137.0,8.52,17.92
0.04,9.23,0.53,135.76,8.52,18.27
0.04,9.23,0.53,136.28,8.52,18.5
0.04,9.21,0.53,132.25,8.52,18.23
0.04,9.15,0.54,142.23,8.69,18.59
0.04,9.15,0.56,126.31,9.02,18.78
0.04,9.13,0.56,134.53,9.02,18.7
0.04,9.15,0.58,134.61,9.34,18.71
-0.04,9.06,0.6,133.4,9.67,18.66
-0.04,9.07,0.61,128.79,9.84,18.41
-0.04,9.03,0.58,134.75,9.84,18.27
-0.04,9.05,0.59,135.29,10.0,18.7
-0.04,9.0,0.61,129.19,10.33,18.53
-0.04,9.02,0.62,132.63,10.49,18.27
-0.04,9.03,0.62,135.29,10.49,18.72
-0.04,9.05,0.63,134.36,10.66,18.33
-0.04,9.05,0.63,135.33,10.66,18.61
-0.03,9.02,0.63,137.14,10.66,18.38
-0.03,9.03,0.63,142.14,10.66,18.36
-0.03,9.06,0.6,126.01,10.82,18.96
-0.03,9.06,0.61,122.94,10.98,18.92
-0.03,9.05,0.61,135.59,10.98,18.67
-0.03,9.03,0.62,135.31,11.15,18.68
-0.03,9.04,0.62,128.79,11.15,18.63
-0.03,8.99,0.63,137.26,11.31,18.42
-0.03,9.0,0.63,134.53,11.31,18.68
0.03,9.04,0.63,133.7,11.31,18.76
0.03,9.05,0.63,126.7,11.31,18.7
0.03,9.02,0.6,134.73,11.31,18.47
0.03,9.04,0.6,137.01,11.31,18.61
0.03,9.08,0.6,126.6,11.31,18.87
0.03,9.1,0.6,131.73,11.31,18.79
0.03,9.1,0.6,135.98,11.31,18.7
0.03,9.13,0.6,134.0,11.31,18.79
0.03,9.18,0.6,126.61,11.31,18.76
0.0,9.13,0.6,139.54,11.31,18.38
0.0,9.16,0.6,138.6,11.31,18.26
0.0,9.14,0.57,131.71,11.31,18.81
0.0,9.17,0.57,131.45,11.48,18.45
0.0,9.17,0.58,134.58,11.64,18.86
0.0,9.2,0.6,129.33,11.97,18.94
0.0,9.18,0.6,140.06,11.97,18.64
0.0,9.21,0.6,139.61,11.97,18.47
0.0,9.18,0.6,139.83,11.97,18.56
0.0,9.2,0.6,134.46,11.97,18.41
0.07,9.25,0.6,128.55,11.97,18.89
0.07,9.25,0.57,134.28,11.97,18.71
0.07,9.28,0.57,132.65,11.97,18.45
0.07,9.28,0.57,127.13,11.97,18.44
0.07,9.27,0.57,136.61,11.97,18.6
0.07,9.3,0.57,133.98,11.97,18.3
0.07,9.33,0.57,133.69,11.97,18.71
0.07,9.35,0.57,134.79,11.97,18.54
0.04,9.32,0.57,131.19,11.97,18.18
0.04,9.3,0.57,138.05,11.97,18.34
0.04,9.34,0.54,129.46,11.97,18.1
0.04,9.33,0.54,128.85,11.97,18.33
0.04,9.34,0.54,130.53,11.97,18.44
0.04,9.36,0.54,136.96,11.97,18.36
0.04,9.37,0.54,128.91,11.97,18.44
0.04,9.37,0.54,131.21,11.97,18.5
0.04,9.38,0.54,136.65,11.97,18.43
0.02,9.41,0.54,131.34,11.97,18.34
0.02,9.42,0.54,131.66,11.97,18.34
0.02,9.46,0.52,131.93,11.97,18.53
0.02,9.45,0.52,133.13,11.97,18.6
0.02,9.47,0.52,132.26,11.97,18.72
0.02,9.44,0.52,134.81,11.97,18.54
0.02,9.47,0.52,135.2,11.97,18.24
0.02,9.43,0.52,133.73,11.97,18.63
0.02,9.44,0.52,133.36,11.97,18.66
0.0,9.46,0.52,133.85,11.97,18.43
0.0,9.46,0.52,134.28,11.97,18.52
0.0,9.42,0.5,128.6,11.97,18.91
0.0,9.45,0.5,130.25,11.97,18.6
0.0,9.5,0.51,125.71,12.13,18.72
0.0,9.5,0.51,130.93,12.13,18.72
0.0,9.49,0.52,133.36,12.46,18.73
0.0,9.55,0.53,132.29,12.62,18.66
0.0,9.54,0.53,132.28,12.62,18.52
-0.04,9.53,0.53,135.55,12.62,18.53
-0.04,9.56,0.53,125.25,12.62,18.5
-0.04,9.57,0.5,121.89,12.62,18.77
-0.04,9.57,0.5,133.31,12.62,18.74
-0.04,9.56,0.5,135.83,12.62,18.74
-0.04,9.58,0.5,125.53,12.62,18.66
-0.04,9.58,0.5,123.83,12.62,18.71
-0.04,9.56,0.5,136.26,12.62,18.27
-0.04,9.57,0.5,132.13,12.62,18.39
-0.02,9.59,0.5,126.78,12.62,18.86
-0.02,9.6,0.5,121.86,12.62,18.56
-0.02,9.63,0.49,125.23,12.62,18.56
-0.02,9.62,0.49,132.03,12.62,18.6
-0.02,9.61,0.49,132.5,12.62,18.41
-0.02,9.61,0.49,135.56,12.62,18.75
-0.02,9.66,0.49,123.46,12.62,19.01
-0.02,9.64,0.49,126.26,12.62,18.93
-0.02,9.68,0.49,127.49,12.62,18.46
-0.01,9.65,0.49,131.26,12.79,18.92
-0.01,9.65,0.49,125.99,12.79,18.92
-0.01,9.62,0.47,126.28,12.79,18.94
-0.01,9.66,0.47,131.6,12.79,18.72
-0.01,9.62,0.48,138.66,12.95,18.58
-0.01,9.63,0.49,130.66,13.11,18.83
-0.01,9.67,0.49,124.03,13.11,18.75
-0.01,9.66,0.49,126.11,13.28,18.98
-0.01,9.63,0.49,135.65,13.28,18.34
-0.01,9.63,0.49,137.4,13.28,18.52
0.01,9.65,0.49,129.99,13.28,18.37
0.01,9.68,0.47,127.95,13.28,18.77
0.01,9.67,0.47,124.8,13.28,18.71
0.01,9.69,0.48,130.15,13.44,18.79
0.01,9.72,0.48,129.71,13.44,18.39
0.01,9.69,0.48,122.75,13.44,18.59
0.01,9.72,0.49,121.11,13.77,18.81
0.01,9.67,0.49,126.21,13.77,18.97
0.01,9.7,0.49,139.85,13.77,18.27
0.09,9.65,0.49,132.28,13.77,18.52
0.09,9.66,0.49,134.19,13.77,18.41
0.09,9.68,0.49,122.33,14.1,18.67
0.09,9.68,0.49,130.08,14.26,18.7
0.09,9.69,0.49,134.13,14.26,18.46
0.09,9.72,0.49,123.85,14.26,18.99
0.09,9.72,0.5,122.9,14.43,18.8
0.09,9.69,0.5,130.18,14.59,18.34
0.09,9.68,0.5,135.18,14.59,18.75
0.04,9.7,0.51,126.13,14.92,18.99
0.04,9.71,0.52,121.76,15.08,18.77
0.04,9.68,0.51,123.73,15.25,18.99
0.04,9.66,0.51,128.9,15.25,18.4
0.04,9.64,0.52,132.73,15.57,18.84
0.04,9.59,0.52,92.96,15.74,19.06
0.04,9.59,0.52,19.84,15.74,25.32
0.04,9.61,0.53,0.0,15.9,0.0
0.04,9.63,0.54,0.0,16.07,0.0
0.02,9.62,0.54,0.0,16.23,0.0
0.02,9.6,0.55,0.0,16.56,0.0
0.02,9.6,0.54,0.0,16.89,0.0
0.02,9.62,0.54,0.0,16.89,0.0
0.02,9.63,0.54,0.0,16.89,0.0
0.02,9.63,0.54,0.0,16.89,0.0
0.02,9.58,0.54,0.0,16.89,0.0
0.02,9.6,0.54,0.0,16.89,0.0
0.44,9.54,0.54,0.0,16.89,0.0
0.44,9.52,0.54,0.0,16.89,0.0
0.44,9.52,0.53,0.0,16.89,0.0
0.44,9.48,0.53,0.0,16.89,0.0
0.44,9.36,0.53,0.0,16.89,0.0
0.44,9.27,0.53,0.0,16.89,0.0
0.44,9.08,0.53,0.0,16.89,0.0
0.44,8.89,0.53,0.0,16.89,0.0
0.44,8.67,0.53,0.0,16.89,0.0
0.96,8.38,0.53,0.0,16.89,0.0
0.96,8.04,0.53,0.0,16.89,0.0
0.96,7.63,0.51,0.0,16.89,0.0
0.96,7.28,0.51,0.0,16.89,0.0
0.96,6.75,0.51,0.0,16.89,0.0
0.96,6.35,0.51,0.0,16.89,0.0
0.96,5.9,0.51,0.0,16.89,0.0
0.96,5.49,0.51,0.0,16.89,0.0
0.96,4.98,0.51,0.0,16.89,0.0
1.47,4.57,0.51,0.0,16.89,0.0
1.47,4.08,0.51,0.0,16.89,0.0
1.47,3.64,0.5,0.0,16.89,0.0
1.47,3.27,0.5,0.0,16.89,0.0
1.47,2.91,0.5,0.0,16.89,0.0
1.47,2.62,0.5,0.0,16.89,0.0
1.47,-0.03,0.5,0.0,16.89,0.0
1.47,-0.02,0.5,0.0,16.89,0.0
1.47,-0.02,0.5,0.0,16.89,0.0
1.93,0.02,0.5,0.0,16.89,0.0
1.93,0.0,0.5,0.0,16.89,0.0
1.93,0.0,0.48,0.0,16.89,0.0
1.93,0.0,0.48,0.0,16.89,0.0
1.93,-0.04,0.48,0.0,16.89,0.0
1.93,-0.04,0.48,0.0,16.89,0.0
1.93,-0.01,0.48,0.0,16.89,0.0
1.8,-0.02,0.03,0.0,1.31,0.0
1.8,0.02,0.03,0.0,1.48,0.0
1.8,-0.03,0.03,0.0,1.64,0.0
1.8,0.02,0.03,0.0,1.8,0.0
1.8,-0.03,0.03,0.0,1.8,0.0
1.8,0.0,0.03,0.0,1.8,0.0
1.81,-0.01,0.03,0.0,1.8,0.0
1.81,0.0,0.03,0.0,1.8,0.0
1.81,0.0,1.8,0.0,1.8,0.0
1.81,0.0,1.8,0.0,1.8,0.0
1.81,-0.01,1.8,0.0,1.8,0.0
1.81,-0.01,1.8,0.0,1.8,0.0
1.81,-0.01,1.8,0.0,1.8,0.0
1.81,-0.01,1.8,0.0,1.8,0.0
1.83,0.0,1.8,0.0,1.8,0.0
1.83,-0.01,1.8,0.0,1.8,0.0
1.83,0.0,0.9,0.0,1.8,0.0
1.83,0.01,0.9,0.0,1.8,0.0
1.83,0.0,0.9,0.0,1.8,0.0
1.83,-0.02,0.9,0.0,1.8,0.0
1.83,0.0,0.9,0.0,1.8,0.0
1.83,0.0,0.9,0.0,1.8,0.0
1.88,-0.04,0.9,0.0,1.8,0.0
1.88,-0.03,0.9,0.0,1.8,0.0
1.88,0.0,0.9,0.0,1.8,0.0
1.88,0.01,0.6,0.0,1.8,0.0
1.88,0.0,0.6,0.0,1.8,0.0
1.88,0.02,0.6,0.0,1.8,0.0
1.88,0.01,0.6,0.0,1.8,0.0
1.88,0.0,0.6,0.0,1.8,0.0
1.88,0.0,0.6,0.0,1.8,0.0
1.88,0.01,0.6,0.0,1.8,0.0
1.88,0.0,0.6,0.0,1.8,0.0
1.88,-0.02,0.6,0.0,1.8,0.0
1.88,-0.01,0.45,0.0,1.8,0.0
1.88,-0.03,0.45,0.0,1.8,0.0
1.88,-0.01,0.45,0.0,1.8,0.0
1.88,-0.01,0.45,0.0,1.8,0.0
1.88,0.03,0.45,0.0,1.8,0.0
1.88,0.02,0.45,0.0,1.8,0.0
1.89,0.01,0.45,0.0,1.8,0.0
1.89,0.0,0.45,0.0,1.8,0.0
1.89,0.02,0.45,0.0,1.8,0.0
1.89,0.01,0.36,1.28,1.8,0.07
1.89,0.0,0.36,1.56,1.8,0.05
1.89,0.0,0.36,1.58,1.8,0.04
1.89,-0.03,0.36,2.11,1.8,0.01
1.89,-0.01,0.36,1.56,1.8,0.02
1.89,-0.01,0.36,1.63,1.8,0.03
0.83,0.01,0.36,1.8,1.8,23.17
0.83,0.0,0.39,2.48,1.97,40.23
0.83,0.01,0.43,2.75,2.13,40.23
0.83,0.0,0.41,17.79,2.46,40.23
0.83,0.03,0.46,246.81,2.79,26.65
0.83,0.02,0.49,280.61,2.95,19.71
0.83,0.0,0.52,286.25,3.11,17.63
0.83,-0.02,0.63,304.6,3.77,16.01
0.83,-0.01,0.85,309.38,5.08,17.12
0.14,0.0,1.07,289.49,6.39,16.7
0.14,0.0,1.2,296.1,7.21,16.46
0.14,0.02,1.39,301.61,8.36,17.6
0.14,0.01,1.36,306.76,9.51,16.8
0.14,0.02,1.48,295.58,10.33,16.87
0.14,2.81,1.64,300.81,11.48,16.95
0.14,3.35,1.78,302.0,12.46,17.11
0.14,3.85,1.92,312.5,13.44,17.76
0.14,4.44,2.06,305.74,14.43,16.74
0.14,4.99,2.18,301.34,15.25,16.21
0.06,5.67,2.32,311.1,16.23,16.36
0.06,6.31,2.46,307.7,17.21,17.05
0.06,6.85,2.23,304.48,17.87,16.99
0.06,7.5,2.36,318.18,18.85,17.45
0.06,8.15,2.48,307.88,19.84,16.79
0.06,8.65,2.62,313.21,20.98,16.32
0.06,9.27,2.75,307.23,21.97,17.23
0.06,9.85,2.89,313.98,23.11,16.22
0.06,10.31,3.01,308.89,24.1,17.05
0.06,10.86,3.14,313.43,25.08,16.95
0.06,11.28,3.28,315.23,26.23,16.98
0.06,11.71,3.06,304.84,27.54,17.04
0.06,12.08,3.22,311.85,29.02,17.34
0.06,12.39,3.35,300.75,30.16,17.14
0.06,12.62,3.46,305.73,31.15,17.78
0.06,12.82,3.57,320.94,32.13,17.18
0.06,12.98,3.66,301.24,32.95,17.34
0.0,13.11,3.77,315.21,33.93,16.73
0.0,13.23,3.88,312.25,34.92,17.45
0.0,13.31,3.95,305.56,35.57,17.8
0.0,13.4,3.64,304.03,36.39,17.44
0.0,13.45,3.74,311.34,37.38,17.43
0.0,13.49,3.84,313.35,38.36,17.36
0.0,13.51,3.92,296.99,39.18,17.61
0.0,13.5,4.02,291.86,40.16,17.42
0.0,13.49,4.08,296.93,40.82,17.64
0.0,13.43,4.21,304.24,42.13,17.45
-0.01,13.39,4.28,303.75,42.79,17.25
-0.01,13.31,4.38,304.39,43.77,17.54
-0.01,13.15,4.04,302.14,44.43,16.94
-0.01,13.03,4.11,308.03,45.25,16.5
-0.01,12.92,4.22,307.71,46.39,17.56
-0.01,12.77,4.31,293.33,47.38,17.87
-0.01,12.57,4.43,306.05,48.69,17.11
-0.01,12.42,4.53,308.28,49.84,17.78
-0.01,12.22,4.63,296.39,50.98,17.24
0.0,12.03,4.75,309.9,52.3,17.97
0.0,11.86,4.86,312.01,53.44,17.51
0.0,11.69,4.93,301.01,54.26,18.24
0.0,11.44,4.64,304.71,55.74,17.91
0.0,11.21,4.75,295.04,57.05,17.04
0.0,11.03,4.85,309.75,58.2,17.86
0.0,10.81,4.95,310.68,59.34,17.55
0.0,10.61,5.01,303.44,60.16,18.18
0.0,10.37,5.12,304.33,61.48,16.8
-0.01,10.19,5.2,304.55,62.46,18.07
-0.01,10.0,5.26,307.11,63.11,16.75
-0.01,9.83,5.34,303.4,64.1,18.1
-0.01,9.61,5.01,301.0,65.08,17.09
-0.01,9.43,5.07,300.89,65.9,17.52
-0.01,9.23,5.15,300.14,66.89,17.23
-0.01,9.07,5.21,290.8,67.7,17.39
-0.01,8.9,5.28,299.28,68.69,16.97
-0.01,8.72,5.37,336.46,69.84,16.4
-0.03,8.6,5.41,283.08,70.33,17.97
-0.03,8.43,5.5,297.54,71.48,17.81
-0.03,8.32,5.56,304.69,72.3,17.0
-0.03,8.2,5.22,296.3,73.11,17.42
-0.03,8.09,5.28,285.29,73.93,17.51
-0.03,7.99,5.35,306.01,74.92,17.74
-0.03,7.9,5.42,312.39,75.9,18.08
-0.03,7.81,5.49,292.25,76.89,17.88
-0.03,7.71,5.56,295.7,77.87,17.83
-0.03,7.62,5.63,296.49,78.85,17.31
-0.03,7.53,5.69,289.93,79.67,17.49
-0.03,7.47,5.75,307.54,80.49,17.32
-0.03,7.41,5.43,299.4,81.48,17.22
-0.03,7.38,5.48,298.18,82.13,17.95
-0.03,7.28,5.53,297.1,82.95,17.35
-0.03,7.24,5.58,298.74,83.77,18.26
-0.03,7.24,5.67,301.08,85.08,16.88
-0.03,7.19,5.73,306.71,85.9,17.12
-0.04,7.18,5.77,289.03,86.56,16.6
-0.04,7.13,5.84,299.9,87.54,18.14
-0.04,7.08,5.89,293.63,88.36,17.37
-0.04,7.04,5.6,298.26,89.67,17.1
-0.04,7.0,5.66,305.74,90.49,17.21
-0.04,7.01,5.72,287.68,91.48,17.45
-0.04,6.99,5.78,301.35,92.46,16.9
-0.04,6.93,5.83,288.61,93.28,17.68
-0.04,6.91,5.89,293.9,94.26,16.2
-0.02,6.92,5.95,306.9,95.25,15.81
-0.02,6.89,6.0,309.24,96.07,16.73
-0.02,6.89,6.08,310.5,97.21,17.78
-0.02,6.88,5.8,318.64,98.52,17.41
-0.02,6.83,5.86,289.64,99.67,18.27
-0.02,6.84,5.93,310.51,100.82,17.07
-0.02,6.81,5.98,299.95,101.64,18.16
-0.02,6.8,6.07,295.85,103.11,18.23
-0.02,6.79,6.14,293.45,104.43,17.22
-0.02,6.76,6.22,293.71,105.74,17.96
0.0,6.75,6.27,303.0,106.56,17.69
0.0,6.74,6.34,307.35,107.7,17.02
0.0,6.73,6.02,307.06,108.36,17.49
0.0,6.73,6.07,295.53,109.34,17.8
0.0,6.75,6.13,283.18,110.33,17.25
0.0,6.76,6.18,301.63,111.31,17.58
0.0,6.74,6.25,286.96,112.46,18.09
0.0,6.74,6.29,294.8,113.28,16.95
0.0,6.74,6.35,288.3,114.26,16.41
0.03,6.74,6.39,304.55,115.08,17.35
0.03,6.73,6.46,293.29,116.23,17.62
0.03,6.74,6.49,289.04,116.89,17.74
0.03,6.71,6.22,308.44,118.2,17.7
0.03,6.71,6.26,310.49,119.02,16.83
0.03,6.72,6.32,316.15,120.16,17.55
0.03,6.7,6.38,296.98,121.31,17.68
0.03,6.73,6.45,294.48,122.62,17.54
0.03,6.73,6.53,315.21,124.1,17.75
0.03,6.7,6.6,307.98,125.41,16.21
0.03,6.73,6.32,310.08,126.39,17.25
0.03,6.74,6.35,300.46,127.05,17.8
0.03,6.73,6.41,295.53,128.2,17.34
0.03,6.73,6.46,299.46,129.18,17.74
0.03,6.72,6.52,302.94,130.33,17.9
0.03,6.77,6.56,294.98,131.15,17.08
0.03,6.79,6.61,305.78,132.3,17.04
0.03,6.79,6.69,310.56,133.77,17.51
0.03,6.82,6.75,304.39,134.92,17.99
0.03,6.84,6.8,303.14,136.07,17.38
0.03,6.83,6.54,307.4,137.38,16.81
0.03,6.84,6.58,313.95,138.2,16.59
0.03,6.84,6.65,301.75,139.67,16.15
0.03,6.84,6.7,314.96,140.66,16.78
0.03,6.84,6.74,316.01,141.48,16.58
0.03,6.85,6.77,316.35,142.13,16.36
0.04,6.85,6.81,307.78,143.11,16.39
0.04,6.87,6.86,305.96,144.1,16.77
0.04,6.89,6.92,313.36,145.25,17.07
0.04,6.94,6.65,311.98,146.39,16.4
0.04,6.94,6.7,304.83,147.38,16.93
0.04,6.94,6.74,300.79,148.36,17.43
0.04,6.96,6.8,317.26,149.51,17.02
0.04,6.98,6.84,314.08,150.49,17.38
0.04,7.01,6.89,315.36,151.48,16.94
0.04,7.01,6.94,312.81,152.79,17.04
0.04,7.01,7.0,326.33,154.1,16.84
0.04,6.99,7.06,315.35,155.25,16.86
0.04,7.02,6.79,299.73,156.23,17.02
0.04,7.02,6.84,310.01,157.21,16.35
0.04,7.05,6.89,299.09,158.36,17.29
0.04,7.08,6.94,296.29,159.51,16.76
0.04,7.05,6.99,296.15,160.82,16.62
0.04,7.08,7.03,297.79,161.64,17.41
0.06,7.11,7.08,293.6,162.79,16.86
0.06,7.11,7.12,305.31,163.77,16.94
0.06,7.09,7.17,308.73,164.92,17.45
0.06,7.11,6.93,310.91,166.23,16.66
0.06,7.12,6.98,310.69,167.54,16.31
0.06,7.1,7.03,295.66,168.69,17.18
0.06,7.14,7.05,305.65,169.18,16.25
0.06,7.16,7.11,317.19,170.66,17.04
0.06,7.16,7.17,288.36,171.97,16.41
0.06,7.17,7.21,295.83,172.95,16.05
0.07,7.16,7.22,272.56,173.28,16.41
0.07,7.21,7.26,311.76,174.26,17.15
0.07,7.22,7.0,294.53,175.08,16.03
0.07,7.23,7.05,298.56,176.23,16.48
0.07,7.23,7.07,292.43,176.72,16.86
0.07,7.23,7.11,295.94,177.7,16.56
0.07,7.22,7.14,309.5,178.52,16.64
0.07,7.22,7.17,282.93,179.34,16.37
0.07,7.26,7.22,288.11,180.49,16.53
0.03,7.27,7.26,287.18,181.48,16.4
0.03,7.24,7.32,301.6,183.11,17.24
0.03,7.23,7.08,302.06,184.1,16.73
0.03,7.28,7.12,306.93,185.25,16.8
0.03,7.29,7.17,287.86,186.39,17.11
0.03,7.33,7.21,289.33,187.38,16.91
0.03,7.34,7.24,290.65,188.2,17.78
0.03,7.32,7.28,295.88,189.18,17.42
0.03,7.28,7.32,288.86,190.33,16.93
0.02,7.32,7.35,301.46,191.15,17.13
0.02,7.32,7.4,294.74,192.3,17.26
0.02,7.33,7.43,289.71,193.28,16.48
0.02,7.32,7.19,297.01,194.26,16.62
0.02,7.32,7.24,299.33,195.57,15.61
0.02,7.34,7.29,284.73,196.72,15.99
0.02,7.35,7.32,302.58,197.7,15.98
0.02,7.39,7.36,309.9,198.85,15.72
0.02,7.39,7.4,316.28,199.67,15.11
-0.01,7.39,7.44,299.36,200.82,15.64
-0.01,7.37,7.49,296.61,202.13,16.53
-0.01,7.37,7.51,294.65,202.79,16.05
-0.01,7.36,7.27,303.16,203.61,15.84
-0.01,7.36,7.3,305.39,204.43,16.52
-0.01,7.37,7.34,301.89,205.41,16.98
-0.01,7.4,7.37,302.68,206.23,16.29
-0.01,7.4,7.39,296.03,207.05,16.62
-0.01,7.41,7.43,300.91,208.03,16.27
-0.01,7.41,7.47,294.08,209.18,16.78
-0.01,7.43,7.49,268.38,209.84,17.63
-0.01,7.45,7.54,283.36,210.98,17.44
-0.01,7.43,7.3,282.88,211.64,17.46
-0.01,7.46,7.31,275.36,212.13,17.46
-0.01,7.45,7.34,278.9,212.79,17.23
-0.01,7.48,7.37,269.18,213.61,17.41
-0.01,7.46,7.39,278.04,214.43,17.07
-0.01,7.46,7.42,276.36,215.08,17.87
-0.01,7.5,7.46,284.76,216.23,17.92
-0.01,7.47,7.24,291.55,217.21,16.89
-0.01,7.47,7.25,290.43,217.54,16.97
-0.01,7.49,7.28,291.66,218.36,16.95
-0.01,7.48,7.31,279.96,219.18,16.78
-0.01,7.48,7.32,282.04,219.51,17.14
-0.01,7.46,7.34,292.03,220.33,17.65
-0.01,7.45,7.36,284.48,220.82,17.5
-0.03,7.45,7.4,288.48,222.13,17.17
-0.03,7.46,7.44,292.04,223.11,17.89
-0.03,7.43,7.46,287.8,223.93,16.88
-0.03,7.43,7.26,278.7,224.92,17.85
-0.03,7.44,7.27,292.71,225.25,17.93
-0.03,7.45,7.29,282.91,225.9,17.35
-0.03,7.43,7.31,293.46,226.72,17.38
-0.03,7.47,7.35,294.66,227.7,18.0
-0.03,7.47,7.37,293.8,228.52,17.55
-0.03,7.45,7.4,297.74,229.51,17.16
-0.03,7.45,7.44,281.51,230.49,17.65
-0.03,7.47,7.47,281.08,231.64,18.33
-0.03,7.43,7.27,281.61,232.62,17.77
-0.03,7.44,7.3,276.76,233.44,18.46
-0.03,7.42,7.31,94.03,233.93,29.35
-0.03,7.41,7.32,14.68,234.1,20.71
-0.03,7.4,7.32,0.0,234.1,0.0
-0.03,7.4,7.32,0.0,234.26,0.0
-0.03,7.44,7.33,0.0,234.43,0.0
-0.04,7.44,7.33,0.0,234.59,0.0
-0.04,7.4,7.34,0.0,234.92,0.0
-0.04,7.39,7.35,0.0,235.08,0.0
-0.04,7.4,7.12,0.0,235.08,0.0
-0.04,7.38,7.12,0.0,235.08,0.0
-0.04,7.37,7.12,0.0,235.08,0.0
-0.04,7.37,7.12,0.0,235.08,0.0
-0.04,7.34,7.12,0.0,235.08,0.0
-0.04,7.32,7.12,0.0,235.08,0.0
0.25,7.32,7.12,0.0,235.08,0.0
0.25,7.32,7.12,0.0,235.08,0.0
0.25,7.29,7.12,0.0,235.08,0.0
0.25,7.28,6.91,0.0,235.08,0.0
0.25,7.24,6.91,0.0,235.08,0.0
0.25,7.19,6.91,0.0,235.08,0.0
0.25,7.12,6.91,0.0,235.08,0.0
0.25,7.07,6.91,0.0,235.08,0.0
0.25,7.0,6.91,0.0,235.08,0.0
0.59,6.91,6.91,0.0,235.08,0.0
0.59,6.81,6.91,0.0,235.08,0.0
0.59,6.69,6.91,0.0,235.08,0.0
0.59,6.56,6.72,0.0,235.08,0.0
0.59,6.41,6.72,0.0,235.08,0.0
0.59,6.31,6.72,0.0,235.08,0.0
0.59,6.15,6.72,0.0,235.08,0.0
0.59,5.98,6.72,0.0,235.08,0.0
0.59,5.83,6.72,0.0,235.08,0.0
0.94,5.69,6.72,0.0,235.08,0.0
0.94,5.51,6.72,0.0,235.08,0.0
0.94,5.31,6.72,0.0,235.08,0.0
0.94,5.18,6.53,0.0,235.08,0.0
